X1,X2,X3,X4,X5,Generation,Iter
3,Signal0,1[0],1[0],1[0],36,0_1
3,Hybridindex,13.4705[1.75965],13.5307[1.7557],13.413[1.7615],37,0_1
3,Pref0,1[0],1[0],1[0],37,0_1
3,Signal0,1[0],1[0],1[0],37,0_1
3,Hybridindex,13.4115[1.70446],13.3461[1.75284],13.4757[1.65305],38,0_1
3,Pref0,1[0],1[0],1[0],38,0_1
3,Signal0,1[0],1[0],1[0],38,0_1
3,Hybridindex,13.4245[1.77032],13.4482[1.71803],13.4015[1.81934],39,0_1
3,Pref0,1[0],1[0],1[0],39,0_1
3,Signal0,1[0],1[0],1[0],39,0_1
3,Hybridindex,13.424[1.67495],13.3707[1.66888],13.475[1.67916],40,0_1
3,Pref0,1[0],1[0],1[0],40,0_1
3,Signal0,1[0],1[0],1[0],40,0_1
3,Hybridindex,13.4652[1.67867],13.3785[1.65318],13.5534[1.69964],41,0_1
3,Pref0,1[0],1[0],1[0],41,0_1
3,Signal0,1[0],1[0],1[0],41,0_1
3,Hybridindex,13.469[1.64326],13.5016[1.65792],13.4386[1.62885],42,0_1
3,Pref0,1[0],1[0],1[0],42,0_1
3,Signal0,1[0],1[0],1[0],42,0_1
3,Hybridindex,13.482[1.67807],13.4511[1.67273],13.5106[1.6825],43,0_1
3,Pref0,1[0],1[0],1[0],43,0_1
3,Signal0,1[0],1[0],1[0],43,0_1
3,Hybridindex,13.486[1.67975],13.4712[1.69657],13.5005[1.66294],44,0_1
3,Pref0,1[0],1[0],1[0],44,0_1
3,Signal0,1[0],1[0],1[0],44,0_1
3,Hybridindex,13.4325[1.6604],13.4509[1.68791],13.4138[1.63177],45,0_1
3,Pref0,1[0],1[0],1[0],45,0_1
3,Signal0,1[0],1[0],1[0],45,0_1
3,Hybridindex,13.4635[1.6898],13.4265[1.69774],13.5[1.68114],46,0_1
3,Pref0,1[0],1[0],1[0],46,0_1
3,Signal0,1[0],1[0],1[0],46,0_1
3,Hybridindex,13.5233[1.72919],13.5131[1.69314],13.5326[1.7615],47,0_1
3,Pref0,1[0],1[0],1[0],47,0_1
3,Signal0,1[0],1[0],1[0],47,0_1
3,Hybridindex,13.4533[1.72712],13.4915[1.73771],13.4148[1.71556],48,0_1
3,Pref0,1[0],1[0],1[0],48,0_1
3,Signal0,1[0],1[0],1[0],48,0_1
3,Hybridindex,13.4573[1.73884],13.4632[1.77248],13.4511[1.70316],49,0_1
3,Pref0,1[0],1[0],1[0],49,0_1
3,Signal0,1[0],1[0],1[0],49,0_1
3,Hybridindex,13.4213[1.71571],13.3779[1.6921],13.4649[1.73805],50,0_1
3,Pref0,1[0],1[0],1[0],50,0_1
3,Signal0,1[0],1[0],1[0],50,0_1
3,Hybridindex,13.4675[1.66634],13.4795[1.65116],13.4555[1.6813],51,0_1
3,Pref0,1[0],1[0],1[0],51,0_1
3,Signal0,1[0],1[0],1[0],51,0_1
3,Hybridindex,13.4503[1.71279],13.4462[1.68737],13.4543[1.73803],52,0_1
3,Pref0,1[0],1[0],1[0],52,0_1
3,Signal0,1[0],1[0],1[0],52,0_1
3,Hybridindex,13.4603[1.70874],13.4478[1.68256],13.4728[1.73474],53,0_1
3,Pref0,1[0],1[0],1[0],53,0_1
3,Signal0,1[0],1[0],1[0],53,0_1
3,Hybridindex,13.485[1.73638],13.5336[1.7263],13.4352[1.74526],54,0_1
3,Pref0,1[0],1[0],1[0],54,0_1
3,Signal0,1[0],1[0],1[0],54,0_1
3,Hybridindex,13.484[1.69992],13.5026[1.68735],13.4665[1.7115],55,0_1
3,Pref0,1[0],1[0],1[0],55,0_1
3,Signal0,1[0],1[0],1[0],55,0_1
3,Hybridindex,13.4682[1.66549],13.448[1.68563],13.4877[1.64564],56,0_1
3,Pref0,1[0],1[0],1[0],56,0_1
3,Signal0,1[0],1[0],1[0],56,0_1
3,Hybridindex,13.4893[1.65152],13.5102[1.66005],13.4691[1.64304],57,0_1
3,Pref0,1[0],1[0],1[0],57,0_1
3,Signal0,1[0],1[0],1[0],57,0_1
3,Hybridindex,13.4932[1.6639],13.4573[1.66309],13.5315[1.66392],58,0_1
3,Pref0,1[0],1[0],1[0],58,0_1
3,Signal0,1[0],1[0],1[0],58,0_1
3,Hybridindex,13.5365[1.62701],13.5056[1.64482],13.566[1.60926],59,0_1
3,Pref0,1[0],1[0],1[0],59,0_1
3,Signal0,1[0],1[0],1[0],59,0_1
3,Hybridindex,13.5545[1.66043],13.5015[1.65458],13.6064[1.66451],60,0_1
3,Pref0,1[0],1[0],1[0],60,0_1
3,Signal0,1[0],1[0],1[0],60,0_1
3,Hybridindex,13.5973[1.65987],13.5297[1.69653],13.666[1.6188],61,0_1
3,Pref0,1[0],1[0],1[0],61,0_1
3,Signal0,1[0],1[0],1[0],61,0_1
3,Hybridindex,13.61[1.68312],13.6351[1.68452],13.5836[1.68125],62,0_1
3,Pref0,1[0],1[0],1[0],62,0_1
3,Signal0,1[0],1[0],1[0],62,0_1
3,Hybridindex,13.6197[1.67579],13.597[1.70272],13.6411[1.6498],63,0_1
3,Pref0,1[0],1[0],1[0],63,0_1
3,Signal0,1[0],1[0],1[0],63,0_1
3,Hybridindex,13.6393[1.62041],13.7562[1.62953],13.522[1.60268],64,0_1
3,Pref0,1[0],1[0],1[0],64,0_1
3,Signal0,1[0],1[0],1[0],64,0_1
3,Hybridindex,13.654[1.63425],13.7146[1.62637],13.5946[1.63977],65,0_1
3,Pref0,1[0],1[0],1[0],65,0_1
3,Signal0,1[0],1[0],1[0],65,0_1
3,Hybridindex,13.6073[1.65978],13.5781[1.66032],13.6352[1.65878],66,0_1
3,Pref0,1[0],1[0],1[0],66,0_1
3,Signal0,1[0],1[0],1[0],66,0_1
3,Hybridindex,13.5725[1.6728],13.5218[1.67839],13.624[1.66552],67,0_1
3,Pref0,1[0],1[0],1[0],67,0_1
3,Signal0,1[0],1[0],1[0],67,0_1
3,Hybridindex,13.5307[1.6214],13.5672[1.57372],13.4929[1.66864],68,0_1
3,Pref0,1[0],1[0],1[0],68,0_1
3,Signal0,1[0],1[0],1[0],68,0_1
3,Hybridindex,13.4645[1.69425],13.4201[1.68743],13.5113[1.70016],69,0_1
3,Pref0,1[0],1[0],1[0],69,0_1
3,Signal0,1[0],1[0],1[0],69,0_1
3,Hybridindex,13.5047[1.67924],13.5434[1.69945],13.4641[1.65676],70,0_1
3,Pref0,1[0],1[0],1[0],70,0_1
3,Signal0,1[0],1[0],1[0],70,0_1
3,Hybridindex,13.4855[1.6269],13.4348[1.62168],13.5351[1.63047],71,0_1
3,Pref0,1[0],1[0],1[0],71,0_1
3,Signal0,1[0],1[0],1[0],71,0_1
3,Hybridindex,13.4827[1.61519],13.4323[1.60371],13.5329[1.62496],72,0_1
3,Pref0,1[0],1[0],1[0],72,0_1
3,Signal0,1[0],1[0],1[0],72,0_1
3,Hybridindex,13.43[1.64076],13.3749[1.64429],13.4846[1.63543],73,0_1
3,Pref0,1[0],1[0],1[0],73,0_1
3,Signal0,1[0],1[0],1[0],73,0_1
3,Hybridindex,13.4273[1.63266],13.4167[1.62072],13.4374[1.64394],74,0_1
3,Pref0,1[0],1[0],1[0],74,0_1
3,Signal0,1[0],1[0],1[0],74,0_1
3,Hybridindex,13.4377[1.63592],13.4091[1.63021],13.4665[1.64113],75,0_1
3,Pref0,1[0],1[0],1[0],75,0_1
3,Signal0,1[0],1[0],1[0],75,0_1
3,Hybridindex,13.4215[1.64297],13.3817[1.63377],13.4657[1.65198],76,0_1
3,Pref0,1[0],1[0],1[0],76,0_1
3,Signal0,1[0],1[0],1[0],76,0_1
3,Hybridindex,13.4258[1.61489],13.429[1.59139],13.4227[1.63649],77,0_1
3,Pref0,1[0],1[0],1[0],77,0_1
3,Signal0,1[0],1[0],1[0],77,0_1
3,Hybridindex,13.3815[1.60085],13.4125[1.56131],13.3501[1.6393],78,0_1
3,Pref0,1[0],1[0],1[0],78,0_1
3,Signal0,1[0],1[0],1[0],78,0_1
3,Hybridindex,13.4083[1.62963],13.3815[1.61615],13.4369[1.64347],79,0_1
3,Pref0,1[0],1[0],1[0],79,0_1
3,Signal0,1[0],1[0],1[0],79,0_1
3,Hybridindex,13.3968[1.6167],13.3438[1.61743],13.4482[1.61433],80,0_1
3,Pref0,1[0],1[0],1[0],80,0_1
3,Signal0,1[0],1[0],1[0],80,0_1
3,Hybridindex,13.336[1.62569],13.3209[1.62493],13.3517[1.62632],81,0_1
3,Pref0,1[0],1[0],1[0],81,0_1
3,Signal0,1[0],1[0],1[0],81,0_1
3,Hybridindex,13.371[1.57872],13.3845[1.57684],13.3579[1.58043],82,0_1
3,Pref0,1[0],1[0],1[0],82,0_1
3,Signal0,1[0],1[0],1[0],82,0_1
3,Hybridindex,13.4005[1.58386],13.4178[1.54639],13.3836[1.61928],83,0_1
3,Pref0,1[0],1[0],1[0],83,0_1
3,Signal0,1[0],1[0],1[0],83,0_1
3,Hybridindex,13.3923[1.60219],13.4084[1.59967],13.3754[1.60464],84,0_1
3,Pref0,1[0],1[0],1[0],84,0_1
3,Signal0,1[0],1[0],1[0],84,0_1
3,Hybridindex,13.4285[1.60675],13.4468[1.58582],13.4101[1.6274],85,0_1
3,Pref0,1[0],1[0],1[0],85,0_1
3,Signal0,1[0],1[0],1[0],85,0_1
3,Hybridindex,13.4275[1.61833],13.3764[1.59252],13.4794[1.64247],86,0_1
3,Pref0,1[0],1[0],1[0],86,0_1
3,Signal0,1[0],1[0],1[0],86,0_1
3,Hybridindex,13.4192[1.60417],13.5136[1.63214],13.3191[1.56771],87,0_1
3,Pref0,1[0],1[0],1[0],87,0_1
3,Signal0,1[0],1[0],1[0],87,0_1
3,Hybridindex,13.3722[1.61704],13.4085[1.63165],13.3357[1.60131],88,0_1
3,Pref0,1[0],1[0],1[0],88,0_1
3,Signal0,1[0],1[0],1[0],88,0_1
3,Hybridindex,13.377[1.63848],13.4509[1.68333],13.2941[1.5825],89,0_1
3,Pref0,1[0],1[0],1[0],89,0_1
3,Signal0,1[0],1[0],1[0],89,0_1
3,Hybridindex,13.3692[1.63157],13.4091[1.63399],13.3319[1.62841],90,0_1
3,Pref0,1[0],1[0],1[0],90,0_1
3,Signal0,1[0],1[0],1[0],90,0_1
3,Hybridindex,13.3737[1.63039],13.3688[1.63258],13.3792[1.62795],91,0_1
3,Pref0,1[0],1[0],1[0],91,0_1
3,Signal0,1[0],1[0],1[0],91,0_1
3,Hybridindex,13.4383[1.57744],13.5085[1.61816],13.3677[1.53223],92,0_1
3,Pref0,1[0],1[0],1[0],92,0_1
3,Signal0,1[0],1[0],1[0],92,0_1
3,Hybridindex,13.5005[1.61779],13.5402[1.63178],13.4612[1.60285],93,0_1
3,Pref0,1[0],1[0],1[0],93,0_1
3,Signal0,1[0],1[0],1[0],93,0_1
3,Hybridindex,13.5043[1.58417],13.496[1.60111],13.5125[1.56705],94,0_1
3,Pref0,1[0],1[0],1[0],94,0_1
3,Signal0,1[0],1[0],1[0],94,0_1
3,Hybridindex,13.5055[1.60599],13.5495[1.61228],13.4633[1.59881],95,0_1
3,Pref0,1[0],1[0],1[0],95,0_1
3,Signal0,1[0],1[0],1[0],95,0_1
3,Hybridindex,13.5228[1.60058],13.5265[1.5972],13.5187[1.60422],96,0_1
3,Pref0,1[0],1[0],1[0],96,0_1
3,Signal0,1[0],1[0],1[0],96,0_1
3,Hybridindex,13.4998[1.61976],13.5378[1.60329],13.4603[1.63573],97,0_1
3,Pref0,1[0],1[0],1[0],97,0_1
3,Signal0,1[0],1[0],1[0],97,0_1
3,Hybridindex,13.4885[1.5962],13.4829[1.57818],13.4937[1.61284],98,0_1
3,Pref0,1[0],1[0],1[0],98,0_1
3,Signal0,1[0],1[0],1[0],98,0_1
3,Hybridindex,13.4808[1.6116],13.4446[1.5886],13.517[1.63352],99,0_1
3,Pref0,1[0],1[0],1[0],99,0_1
3,Signal0,1[0],1[0],1[0],99,0_1
3,Hybridindex,13.484[1.57186],13.4624[1.57244],13.5044[1.57105],100,0_1
3,Pref0,1[0],1[0],1[0],100,0_1
3,Signal0,1[0],1[0],1[0],100,0_1
3,Hybridindex,10.225[8.70054],10.3925[8.72899],10.051[8.66746],1,0_10
3,Pref0,0.51125[0.435027],0.519627[0.43645],0.502548[0.433373],1,0_10
3,Signal0,0.51125[0.435027],0.519627[0.43645],0.502548[0.433373],1,0_10
3,Hybridindex,10.32[7.90445],9.90363[7.91969],10.7289[7.86803],2,0_10
3,Pref0,0.51475[0.412501],0.492432[0.414414],0.53667[0.409432],2,0_10
3,Signal0,0.51475[0.412501],0.492432[0.414414],0.53667[0.409432],2,0_10
3,Hybridindex,10.4198[7.14219],10.3951[7.0527],10.4435[7.2274],3,0_10
3,Pref0,0.51875[0.406846],0.515275[0.405877],0.522102[0.40775],3,0_10
3,Signal0,0.51875[0.406846],0.515275[0.405877],0.522102[0.40775],3,0_10
3,Hybridindex,10.6468[6.38644],10.532[6.40227],10.7581[6.36906],4,0_10
3,Pref0,0.53475[0.40394],0.527411[0.402101],0.541872[0.40559],4,0_10
3,Signal0,0.53475[0.40394],0.527411[0.402101],0.541872[0.40559],4,0_10
3,Hybridindex,10.6517[5.82626],10.549[5.86836],10.7608[5.77923],5,0_10
3,Pref0,0.53975[0.409017],0.528641[0.415016],0.551546[0.402214],5,0_10
3,Signal0,0.53975[0.409017],0.528641[0.415016],0.551546[0.402214],5,0_10
3,Hybridindex,10.8652[5.14905],10.7579[5.13588],10.9673[5.15947],6,0_10
3,Pref0,0.5525[0.40527],0.541026[0.404917],0.563415[0.405304],6,0_10
3,Signal0,0.5525[0.40527],0.541026[0.404917],0.563415[0.405304],6,0_10
3,Hybridindex,11.1165[4.61321],11.2704[4.56659],10.9724[4.65181],7,0_10
3,Pref0,0.5755[0.400375],0.587384[0.400834],0.564376[0.399624],7,0_10
3,Signal0,0.5755[0.400375],0.587384[0.400834],0.564376[0.399624],7,0_10
3,Hybridindex,11.2227[4.11075],11.2801[4.06116],11.1638[4.1603],8,0_10
3,Pref0,0.5925[0.400554],0.595661[0.396882],0.589249[0.40427],8,0_10
3,Signal0,0.5925[0.400554],0.595661[0.396882],0.589249[0.40427],8,0_10
3,Hybridindex,11.5158[3.66724],11.392[3.69179],11.6339[3.63971],9,0_10
3,Pref0,0.62825[0.386881],0.623337[0.385096],0.632942[0.38852],9,0_10
3,Signal0,0.62825[0.386881],0.623337[0.385096],0.632942[0.38852],9,0_10
3,Hybridindex,11.7952[3.27486],11.718[3.21902],11.8677[3.32475],10,0_10
3,Pref0,0.6875[0.375624],0.692149[0.373807],0.68314[0.377269],10,0_10
3,Signal0,0.6875[0.375624],0.692149[0.373807],0.68314[0.377269],10,0_10
3,Hybridindex,11.9473[2.85081],11.9183[2.86602],11.9757[2.83546],11,0_10
3,Pref0,0.74075[0.349878],0.740423[0.347672],0.741071[0.352034],11,0_10
3,Signal0,0.74075[0.349878],0.740423[0.347672],0.741071[0.352034],11,0_10
3,Hybridindex,12.315[2.51382],12.4233[2.46473],12.2114[2.55561],12,0_10
3,Pref0,0.81475[0.299261],0.824131[0.290881],0.805773[0.306798],12,0_10
3,Signal0,0.81475[0.299261],0.824131[0.290881],0.805773[0.306798],12,0_10
3,Hybridindex,12.651[2.17237],12.5598[2.16062],12.7442[2.18038],13,0_10
3,Pref0,0.88475[0.237892],0.87636[0.24773],0.893327[0.227075],13,0_10
3,Signal0,0.88475[0.237892],0.87636[0.24773],0.893327[0.227075],13,0_10
3,Hybridindex,12.745[2.07502],12.7843[2.07835],12.7075[2.07116],14,0_10
3,Pref0,0.93075[0.186626],0.933402[0.185739],0.928223[0.187433],14,0_10
3,Signal0,0.93075[0.186626],0.933402[0.185739],0.928223[0.187433],14,0_10
3,Hybridindex,12.8645[2.01579],12.8383[2.07133],12.8915[1.95665],15,0_10
3,Pref0,0.96075[0.137239],0.95858[0.139598],0.962982[0.134733],15,0_10
3,Signal0,0.96075[0.137239],0.95858[0.139598],0.962982[0.134733],15,0_10
3,Hybridindex,12.8692[1.95161],12.8668[1.9412],12.8718[1.96241],16,0_10
3,Pref0,0.98325[0.0899691],0.98335[0.0897103],0.983146[0.0902381],16,0_10
3,Signal0,0.98325[0.0899691],0.98335[0.0897103],0.983146[0.0902381],16,0_10
3,Hybridindex,12.886[1.89776],12.8506[1.89314],12.9212[1.90169],17,0_10
3,Pref0,0.99075[0.0673753],0.989468[0.0717975],0.992024[0.0626452],17,0_10
3,Signal0,0.99075[0.0673753],0.989468[0.0717975],0.992024[0.0626452],17,0_10
3,Hybridindex,12.8368[1.8901],12.7797[1.94245],12.896[1.83226],18,0_10
3,Pref0,0.9955[0.0472202],0.994603[0.0516681],0.996432[0.0420852],18,0_10
3,Signal0,0.9955[0.0472202],0.994603[0.0516681],0.996432[0.0420852],18,0_10
3,Hybridindex,12.7963[1.83837],12.7918[1.83404],12.8002[1.84222],19,0_10
3,Pref0,0.9985[0.027345],0.998941[0.02299],0.998106[0.0307145],19,0_10
3,Signal0,0.9985[0.027345],0.998941[0.02299],0.998106[0.0307145],19,0_10
3,Hybridindex,12.7843[1.86208],12.7851[1.84167],12.7834[1.8819],20,0_10
3,Pref0,0.9995[0.0158035],0.999495[0.015875],0.999504[0.0157329],20,0_10
3,Signal0,0.9995[0.0158035],0.999495[0.015875],0.999504[0.0157329],20,0_10
3,Hybridindex,12.7755[1.9166],12.8397[1.9689],12.7079[1.85751],21,0_10
3,Pref0,0.99925[0.0193504],0.999513[0.0156022],0.998973[0.0226339],21,0_10
3,Signal0,0.99925[0.0193504],0.999513[0.0156022],0.998973[0.0226339],21,0_10
3,Hybridindex,12.7668[1.8656],12.7416[1.87005],12.7912[1.86093],22,0_10
3,Pref0,0.99925[0.0193504],0.998987[0.0224846],0.999506[0.0157018],22,0_10
3,Signal0,0.99925[0.0193504],0.998987[0.0224846],0.999506[0.0157018],22,0_10
3,Hybridindex,12.8018[1.83162],12.8248[1.80637],12.777[1.85805],23,0_10
3,Pref0,0.99975[0.0111775],0.999517[0.0155267],1[0],23,0_10
3,Signal0,0.99975[0.0111775],0.999517[0.0155267],1[0],23,0_10
3,Hybridindex,12.803[1.77206],12.7334[1.8173],12.8739[1.72189],24,0_10
3,Pref0,1[0],1[0],1[0],24,0_10
3,Signal0,1[0],1[0],1[0],24,0_10
3,Hybridindex,12.7558[1.78647],12.7209[1.7887],12.791[1.78351],25,0_10
3,Pref0,1[0],1[0],1[0],25,0_10
3,Signal0,1[0],1[0],1[0],25,0_10
3,Hybridindex,12.7063[1.8162],12.6623[1.85327],12.749[1.77837],26,0_10
3,Pref0,1[0],1[0],1[0],26,0_10
3,Signal0,1[0],1[0],1[0],26,0_10
3,Hybridindex,12.7873[1.77359],12.7356[1.76616],12.8397[1.77956],27,0_10
3,Pref0,1[0],1[0],1[0],27,0_10
3,Signal0,1[0],1[0],1[0],27,0_10
3,Hybridindex,12.7797[1.78336],12.7699[1.79047],12.7902[1.77571],28,0_10
3,Pref0,1[0],1[0],1[0],28,0_10
3,Signal0,1[0],1[0],1[0],28,0_10
3,Hybridindex,12.7997[1.8068],12.8024[1.78075],12.7971[1.83232],29,0_10
3,Pref0,1[0],1[0],1[0],29,0_10
3,Signal0,1[0],1[0],1[0],29,0_10
3,Hybridindex,12.7628[1.80093],12.7821[1.76974],12.7429[1.83223],30,0_10
3,Pref0,1[0],1[0],1[0],30,0_10
3,Signal0,1[0],1[0],1[0],30,0_10
3,Hybridindex,12.776[1.8012],12.6927[1.77631],12.8583[1.82172],31,0_10
3,Pref0,1[0],1[0],1[0],31,0_10
3,Signal0,1[0],1[0],1[0],31,0_10
3,Hybridindex,12.8038[1.75103],12.7899[1.76566],12.8168[1.73701],32,0_10
3,Pref0,1[0],1[0],1[0],32,0_10
3,Signal0,1[0],1[0],1[0],32,0_10
3,Hybridindex,12.8055[1.81009],12.8197[1.81571],12.7902[1.80389],33,0_10
3,Pref0,1[0],1[0],1[0],33,0_10
3,Signal0,1[0],1[0],1[0],33,0_10
3,Hybridindex,12.7517[1.79255],12.7111[1.77758],12.7926[1.80654],34,0_10
3,Pref0,1[0],1[0],1[0],34,0_10
3,Signal0,1[0],1[0],1[0],34,0_10
3,Hybridindex,12.7812[1.83583],12.7844[1.79588],12.7779[1.87618],35,0_10
3,Pref0,1[0],1[0],1[0],35,0_10
3,Signal0,1[0],1[0],1[0],35,0_10
3,Hybridindex,12.7865[1.80317],12.7902[1.79377],12.7829[1.81231],36,0_10
3,Pref0,1[0],1[0],1[0],36,0_10
3,Signal0,1[0],1[0],1[0],36,0_10
3,Hybridindex,12.8323[1.77834],12.8635[1.75112],12.8021[1.80369],37,0_10
3,Pref0,1[0],1[0],1[0],37,0_10
3,Signal0,1[0],1[0],1[0],37,0_10
3,Hybridindex,12.8355[1.81829],12.902[1.85139],12.7716[1.78358],38,0_10
3,Pref0,1[0],1[0],1[0],38,0_10
3,Signal0,1[0],1[0],1[0],38,0_10
3,Hybridindex,12.7985[1.77113],12.809[1.75782],12.7886[1.78354],39,0_10
3,Pref0,1[0],1[0],1[0],39,0_10
3,Signal0,1[0],1[0],1[0],39,0_10
3,Hybridindex,12.783[1.78694],12.7475[1.81114],12.818[1.7621],40,0_10
3,Pref0,1[0],1[0],1[0],40,0_10
3,Signal0,1[0],1[0],1[0],40,0_10
3,Hybridindex,12.6958[1.77955],12.7229[1.79761],12.6683[1.7607],41,0_10
3,Pref0,1[0],1[0],1[0],41,0_10
3,Signal0,1[0],1[0],1[0],41,0_10
3,Hybridindex,12.7378[1.75801],12.7456[1.70069],12.7297[1.81503],42,0_10
3,Pref0,1[0],1[0],1[0],42,0_10
3,Signal0,1[0],1[0],1[0],42,0_10
3,Hybridindex,12.7235[1.79508],12.7386[1.77313],12.7093[1.81531],43,0_10
3,Pref0,1[0],1[0],1[0],43,0_10
3,Signal0,1[0],1[0],1[0],43,0_10
3,Hybridindex,12.7135[1.78225],12.7039[1.77067],12.7233[1.79389],44,0_10
3,Pref0,1[0],1[0],1[0],44,0_10
3,Signal0,1[0],1[0],1[0],44,0_10
3,Hybridindex,12.6828[1.80464],12.6546[1.79967],12.7122[1.80935],45,0_10
3,Pref0,1[0],1[0],1[0],45,0_10
3,Signal0,1[0],1[0],1[0],45,0_10
3,Hybridindex,12.6775[1.76911],12.6362[1.75782],12.7212[1.77993],46,0_10
3,Pref0,1[0],1[0],1[0],46,0_10
3,Signal0,1[0],1[0],1[0],46,0_10
3,Hybridindex,12.6925[1.76867],12.7076[1.73478],12.6786[1.79903],47,0_10
3,Pref0,1[0],1[0],1[0],47,0_10
3,Signal0,1[0],1[0],1[0],47,0_10
3,Hybridindex,12.6683[1.8084],12.7315[1.79807],12.6063[1.81632],48,0_10
3,Pref0,1[0],1[0],1[0],48,0_10
3,Signal0,1[0],1[0],1[0],48,0_10
3,Hybridindex,12.6342[1.76532],12.6488[1.72883],12.619[1.80276],49,0_10
3,Pref0,1[0],1[0],1[0],49,0_10
3,Signal0,1[0],1[0],1[0],49,0_10
3,Hybridindex,12.6802[1.71869],12.6081[1.72925],12.7551[1.70445],50,0_10
3,Pref0,1[0],1[0],1[0],50,0_10
3,Signal0,1[0],1[0],1[0],50,0_10
3,Hybridindex,12.6557[1.72645],12.6575[1.70555],12.654[1.74722],51,0_10
3,Pref0,1[0],1[0],1[0],51,0_10
3,Signal0,1[0],1[0],1[0],51,0_10
3,Hybridindex,12.6935[1.7113],12.708[1.70567],12.6788[1.71687],52,0_10
3,Pref0,1[0],1[0],1[0],52,0_10
3,Signal0,1[0],1[0],1[0],52,0_10
3,Hybridindex,12.747[1.75093],12.7945[1.75414],12.6995[1.74641],53,0_10
3,Pref0,1[0],1[0],1[0],53,0_10
3,Signal0,1[0],1[0],1[0],53,0_10
3,Hybridindex,12.6802[1.72768],12.6208[1.70985],12.7436[1.74423],54,0_10
3,Pref0,1[0],1[0],1[0],54,0_10
3,Signal0,1[0],1[0],1[0],54,0_10
3,Hybridindex,12.6715[1.7369],12.7392[1.72356],12.6019[1.74779],55,0_10
3,Pref0,1[0],1[0],1[0],55,0_10
3,Signal0,1[0],1[0],1[0],55,0_10
3,Hybridindex,12.6242[1.72965],12.5675[1.65128],12.6827[1.80499],56,0_10
3,Pref0,1[0],1[0],1[0],56,0_10
3,Signal0,1[0],1[0],1[0],56,0_10
3,Hybridindex,12.6463[1.73385],12.7103[1.70881],12.5882[1.75423],57,0_10
3,Pref0,1[0],1[0],1[0],57,0_10
3,Signal0,1[0],1[0],1[0],57,0_10
3,Hybridindex,12.6233[1.72589],12.6325[1.71464],12.6146[1.73628],58,0_10
3,Pref0,1[0],1[0],1[0],58,0_10
3,Signal0,1[0],1[0],1[0],58,0_10
3,Hybridindex,12.6105[1.74185],12.6506[1.72944],12.5725[1.75268],59,0_10
3,Pref0,1[0],1[0],1[0],59,0_10
3,Signal0,1[0],1[0],1[0],59,0_10
3,Hybridindex,12.621[1.71824],12.6105[1.73749],12.6318[1.69816],60,0_10
3,Pref0,1[0],1[0],1[0],60,0_10
3,Signal0,1[0],1[0],1[0],60,0_10
3,Hybridindex,12.576[1.73464],12.5273[1.70965],12.6236[1.75743],61,0_10
3,Pref0,1[0],1[0],1[0],61,0_10
3,Signal0,1[0],1[0],1[0],61,0_10
3,Hybridindex,12.5612[1.76242],12.5312[1.7656],12.5909[1.75877],62,0_10
3,Pref0,1[0],1[0],1[0],62,0_10
3,Signal0,1[0],1[0],1[0],62,0_10
3,Hybridindex,12.5572[1.70795],12.509[1.69408],12.6051[1.72027],63,0_10
3,Pref0,1[0],1[0],1[0],63,0_10
3,Signal0,1[0],1[0],1[0],63,0_10
3,Hybridindex,12.547[1.69803],12.5591[1.68619],12.5351[1.70947],64,0_10
3,Pref0,1[0],1[0],1[0],64,0_10
3,Signal0,1[0],1[0],1[0],64,0_10
3,Hybridindex,12.5297[1.72865],12.5524[1.72595],12.5061[1.73116],65,0_10
3,Pref0,1[0],1[0],1[0],65,0_10
3,Signal0,1[0],1[0],1[0],65,0_10
3,Hybridindex,12.5173[1.69921],12.502[1.68945],12.5319[1.70844],66,0_10
3,Pref0,1[0],1[0],1[0],66,0_10
3,Signal0,1[0],1[0],1[0],66,0_10
3,Hybridindex,12.441[1.71632],12.3738[1.73204],12.5091[1.69756],67,0_10
3,Pref0,1[0],1[0],1[0],67,0_10
3,Signal0,1[0],1[0],1[0],67,0_10
3,Hybridindex,12.469[1.72758],12.4739[1.72852],12.4641[1.72663],68,0_10
3,Pref0,1[0],1[0],1[0],68,0_10
3,Signal0,1[0],1[0],1[0],68,0_10
3,Hybridindex,12.4715[1.74505],12.4275[1.75779],12.5173[1.73049],69,0_10
3,Pref0,1[0],1[0],1[0],69,0_10
3,Signal0,1[0],1[0],1[0],69,0_10
3,Hybridindex,12.4908[1.70097],12.4743[1.6466],12.5069[1.75268],70,0_10
3,Pref0,1[0],1[0],1[0],70,0_10
3,Signal0,1[0],1[0],1[0],70,0_10
3,Hybridindex,12.466[1.70861],12.4749[1.73521],12.4569[1.68076],71,0_10
3,Pref0,1[0],1[0],1[0],71,0_10
3,Signal0,1[0],1[0],1[0],71,0_10
3,Hybridindex,12.4375[1.74287],12.5039[1.77352],12.3686[1.70779],72,0_10
3,Pref0,1[0],1[0],1[0],72,0_10
3,Signal0,1[0],1[0],1[0],72,0_10
3,Hybridindex,12.4727[1.70584],12.4232[1.69822],12.52[1.71173],73,0_10
3,Pref0,1[0],1[0],1[0],73,0_10
3,Signal0,1[0],1[0],1[0],73,0_10
3,Hybridindex,12.482[1.76569],12.4985[1.71275],12.4643[1.82049],74,0_10
3,Pref0,1[0],1[0],1[0],74,0_10
3,Signal0,1[0],1[0],1[0],74,0_10
3,Hybridindex,12.5173[1.76418],12.4418[1.75009],12.5922[1.7749],75,0_10
